hhid,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,homesubregion_ASGS,homeregion_ASGS,dayType,weekly_hhinc_group,annual_hhinc_group
Y24H5890203,2,Separate House,Fully Owned,0,2,November,Wednesday,Monash (C),65->69,75->79,85->89,MELB - Middle,Greater Melbourne,Weekday,4,4
Y24H5890204,5,"Unit, Flat or Apartment",Being Rented,Missing/Refused,1,November,Thursday,Monash (C),0->4,15->19,35->39,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H5890208,2,Separate House,Fully Owned,0,2,November,Monday,Monash (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekday,18,18
Y24H5890214,1,Separate House,Fully Owned,0,1,November,Sunday,Monash (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekend,2,2
Y24H5890216,1,Separate House,Fully Owned,0,1,November,Tuesday,Monash (C),80->84,80->84,80->84,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H5890217,3,Separate House,Being Purchased,0,5,November,Wednesday,Monash (C),25->29,45->49,60->64,MELB - Middle,Greater Melbourne,Weekday,15,15
Y24H5890223,5,Separate House,Fully Owned,0,2,November,Tuesday,Monash (C),0->4,20->24,55->59,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H5890224,5,Separate House,Fully Owned,2,4,November,Wednesday,Monash (C),15->19,30->34,50->54,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H5890226,4,Separate House,Being Rented,3,1,November,Friday,Monash (C),10->14,20->24,45->49,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H5890230,4,Separate House,Fully Owned,2,2,November,Tuesday,Monash (C),5->9,25->29,35->39,MELB - Middle,Greater Melbourne,Weekday,5,5
Y24H5890232,3,Separate House,Being Purchased,0,1,November,Thursday,Monash (C),35->39,60->64,70->74,MELB - Middle,Greater Melbourne,Weekday,11,11
Y24H5890237,4,Separate House,Fully Owned,0,3,November,Tuesday,Monash (C),25->29,35->39,60->64,MELB - Middle,Greater Melbourne,Weekday,3,3
Y24H5890312,4,"Unit, Flat or Apartment",Being Rented,0,0,November,Friday,Port Phillip (C),5->9,25->29,40->44,MELB - Inner,Greater Melbourne,Weekday,12,12
Y24H5890313,3,"Unit, Flat or Apartment",Fully Owned,0,2,November,Saturday,Port Phillip (C),30->34,45->49,70->74,MELB - Inner,Greater Melbourne,Weekend,14,14
Y24H5890317,1,"Unit, Flat or Apartment",Being Rented,0,1,November,Wednesday,Port Phillip (C),25->29,25->29,25->29,MELB - Inner,Greater Melbourne,Weekday,10,10
Y24H5890322,2,"Unit, Flat or Apartment",Being Rented,0,2,November,Monday,Port Phillip (C),30->34,40->44,50->54,MELB - Inner,Greater Melbourne,Weekday,18,18
Y24H5890327,1,"Unit, Flat or Apartment",Fully Owned,0,1,November,Saturday,Port Phillip (C),20->24,20->24,20->24,MELB - Inner,Greater Melbourne,Weekend,7,7
Y24H5890336,1,"Unit, Flat or Apartment",Being Rented,1,1,November,Monday,Port Phillip (C),65->69,65->69,65->69,MELB - Inner,Greater Melbourne,Weekday,7,7
Y24H5890501,4,Separate House,Being Purchased,2,2,November,Monday,Melton (S),10->14,25->29,40->44,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H5890504,5,Separate House,Being Rented,0,2,November,Thursday,Melton (S),15->19,20->24,25->29,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H5890512,5,Separate House,Being Rented,0,2,November,Friday,Melton (S),0->4,15->19,30->34,MELB - Outer,Greater Melbourne,Weekday,9,9
Y24H5890515,2,Separate House,Fully Owned,Missing/Refused,2,November,Monday,Melton (S),70->74,70->74,70->74,MELB - Outer,Greater Melbourne,Weekday,4,4
Y24H5890516,3,Separate House,Fully Owned,0,4,November,Tuesday,Melton (S),15->19,25->29,40->44,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H5890519,2,Separate House,Fully Owned,0,1,November,Friday,Melton (S),75->79,80->84,80->84,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H5890521,3,Separate House,Occupied Rent-Free,5,9,November,Sunday,Melton (S),10->14,30->34,40->44,MELB - Outer,Greater Melbourne,Weekend,10,10
Y24H5890524,4,Separate House,Fully Owned,1,1,November,Wednesday,Wyndham (C),20->24,30->34,60->64,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H5890527,2,Separate House,Being Purchased,0,1,November,Saturday,Wyndham (C),25->29,30->34,30->34,MELB - Outer,Greater Melbourne,Weekend,13,13
Y24H5890528,6,Separate House,Being Rented,0,2,November,Sunday,Wyndham (C),0->4,15->19,30->34,MELB - Outer,Greater Melbourne,Weekend,7,7
Y24H5890530,4,Separate House,Being Rented,2,2,November,Tuesday,Wyndham (C),0->4,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H5890531,5,Separate House,Being Purchased,1,3,November,Wednesday,Wyndham (C),0->4,25->29,50->54,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H5890532,4,Separate House,Being Purchased,4,1,November,Thursday,Wyndham (C),5->9,25->29,40->44,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H5890533,4,Separate House,Being Purchased,Missing/Refused,3,November,Friday,Wyndham (C),15->19,30->34,50->54,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H5890536,2,Separate House,Being Purchased,Missing/Refused,2,November,Monday,Wyndham (C),25->29,25->29,25->29,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H5890541,5,Separate House,Being Purchased,4,2,November,Saturday,Wyndham (C),0->4,30->34,70->74,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H5890542,2,Separate House,Being Rented,0,2,November,Sunday,Wyndham (C),60->64,60->64,65->69,MELB - Outer,Greater Melbourne,Weekend,10,10
Y24H5900201,5,Separate House,Fully Owned,0,2,November,Monday,Whitehorse (C),0->4,20->24,40->44,MELB - Middle,Greater Melbourne,Weekday,10,10
Y24H5900203,5,Separate House,Being Purchased,0,3,November,Wednesday,Whitehorse (C),15->19,35->39,65->69,MELB - Middle,Greater Melbourne,Weekday,9,9
Y24H5900204,2,Separate House,Fully Owned,0,2,November,Thursday,Whitehorse (C),80->84,80->84,85->89,MELB - Middle,Greater Melbourne,Weekday,6,6
Y24H5900208,4,Separate House,Fully Owned,5,3,November,Monday,Whitehorse (C),20->24,40->44,60->64,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H5900209,4,Separate House,Being Purchased,2,4,November,Tuesday,Whitehorse (C),15->19,35->39,55->59,MELB - Middle,Greater Melbourne,Weekday,9,9
Y24H5900210,2,Separate House,Fully Owned,2,2,November,Wednesday,Whitehorse (C),60->64,60->64,60->64,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H5900212,3,Terrace or Townhouse,Being Purchased,1,3,November,Friday,Whitehorse (C),25->29,45->49,60->64,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H5900213,3,Separate House,Being Purchased,2,1,November,Saturday,Whitehorse (C),10->14,30->34,40->44,MELB - Middle,Greater Melbourne,Weekend,10,10
Y24H5900215,3,Separate House,Being Purchased,0,5,November,Monday,Whitehorse (C),25->29,50->54,60->64,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H5900216,2,Separate House,Fully Owned,0,2,November,Tuesday,Whitehorse (C),70->74,70->74,70->74,MELB - Middle,Greater Melbourne,Weekday,6,6
Y24H5900217,4,Separate House,Fully Owned,0,2,November,Wednesday,Whitehorse (C),0->4,25->29,45->49,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H5900219,2,Separate House,Fully Owned,0,2,November,Friday,Whitehorse (C),70->74,70->74,70->74,MELB - Middle,Greater Melbourne,Weekday,11,11
Y24H5900221,2,Separate House,Fully Owned,1,3,November,Sunday,Whitehorse (C),25->29,30->34,30->34,MELB - Middle,Greater Melbourne,Weekend,12,12
Y24H5900222,4,Separate House,Being Rented,0,1,November,Monday,Whitehorse (C),0->4,15->19,35->39,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H5900223,3,Separate House,Being Rented,0,0,November,Tuesday,Whitehorse (C),0->4,20->24,35->39,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H5900224,3,Separate House,Fully Owned,1,2,November,Wednesday,Whitehorse (C),20->24,35->39,60->64,MELB - Middle,Greater Melbourne,Weekday,5,5
Y24H5900226,1,Separate House,Fully Owned,0,1,November,Friday,Whitehorse (C),85->89,85->89,85->89,MELB - Middle,Greater Melbourne,Weekday,6,6
Y24H5900232,2,Separate House,Fully Owned,0,2,November,Thursday,Whitehorse (C),60->64,60->64,60->64,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H5900234,3,Separate House,Being Purchased,Missing/Refused,3,November,Saturday,Whitehorse (C),20->24,45->49,55->59,MELB - Middle,Greater Melbourne,Weekend,16,16
Y24H5900237,2,Separate House,Fully Owned,2,3,November,Tuesday,Whitehorse (C),75->79,80->84,80->84,MELB - Middle,Greater Melbourne,Weekday,11,11
Y24H5900238,3,Separate House,Fully Owned,0,3,November,Wednesday,Whitehorse (C),20->24,45->49,55->59,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H5900240,4,Separate House,Being Purchased,4,1,November,Friday,Whitehorse (C),10->14,25->29,40->44,MELB - Middle,Greater Melbourne,Weekday,4,4
Y24H5900242,2,Separate House,Being Purchased,0,2,November,Sunday,Whitehorse (C),35->39,35->39,35->39,MELB - Middle,Greater Melbourne,Weekend,18,18
Y24H5900302,2,"Unit, Flat or Apartment",Being Purchased,2,2,November,Tuesday,Port Phillip (C),40->44,50->54,60->64,MELB - Inner,Greater Melbourne,Weekday,8,8
Y24H5900306,2,"Unit, Flat or Apartment",Fully Owned,2,2,November,Saturday,Port Phillip (C),60->64,65->69,65->69,MELB - Inner,Greater Melbourne,Weekend,14,14
Y24H5900308,2,"Unit, Flat or Apartment",Fully Owned,2,2,November,Monday,Port Phillip (C),70->74,70->74,70->74,MELB - Inner,Greater Melbourne,Weekday,7,7
Y24H5900315,2,"Unit, Flat or Apartment",Fully Owned,Missing/Refused,1,November,Monday,Port Phillip (C),55->59,60->64,65->69,MELB - Inner,Greater Melbourne,Weekday,15,15
Y24H5900320,2,Terrace or Townhouse,Fully Owned,0,1,November,Saturday,Port Phillip (C),70->74,70->74,75->79,MELB - Inner,Greater Melbourne,Weekend,1,1
Y24H5900321,2,"Unit, Flat or Apartment",Being Rented,0,1,November,Sunday,Port Phillip (C),80->84,80->84,80->84,MELB - Inner,Greater Melbourne,Weekend,7,7
Y24H5900322,2,Terrace or Townhouse,Being Rented,1,1,November,Monday,Port Phillip (C),20->24,30->34,45->49,MELB - Inner,Greater Melbourne,Weekday,8,8
Y24H5900323,6,Terrace or Townhouse,Being Purchased,1,3,November,Tuesday,Port Phillip (C),0->4,30->34,70->74,MELB - Inner,Greater Melbourne,Weekday,18,18
Y24H5900328,1,Separate House,Fully Owned,0,1,November,Sunday,Port Phillip (C),85->89,85->89,85->89,MELB - Inner,Greater Melbourne,Weekend,2,2
Y24H5900330,2,Terrace or Townhouse,Being Rented,1,1,November,Tuesday,Port Phillip (C),30->34,30->34,30->34,MELB - Inner,Greater Melbourne,Weekday,7,7
Y24H5900341,1,Separate House,Fully Owned,Missing/Refused,1,November,Saturday,Port Phillip (C),75->79,75->79,75->79,MELB - Inner,Greater Melbourne,Weekend,6,6
Y24H5900342,2,Terrace or Townhouse,Being Purchased,0,2,November,Sunday,Port Phillip (C),55->59,60->64,60->64,MELB - Inner,Greater Melbourne,Weekend,14,14
Y24H5900409,1,Separate House,Being Purchased,0,1,November,Tuesday,Hume (C),65->69,65->69,65->69,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H5900411,6,Separate House,Being Rented,0,2,November,Thursday,Hume (C),0->4,25->29,70->74,MELB - Outer,Greater Melbourne,Weekday,1,1
Y24H5900414,4,Separate House,Being Purchased,1,3,November,Sunday,Hume (C),25->29,35->39,60->64,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H5900416,6,"Unit, Flat or Apartment",Being Purchased,0,1,November,Tuesday,Hume (C),10->14,20->24,45->49,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H5900418,3,Separate House,Fully Owned,0,1,November,Thursday,Hume (C),20->24,55->59,80->84,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H5900420,2,Separate House,Fully Owned,0,1,November,Saturday,Hume (C),80->84,80->84,80->84,MELB - Outer,Greater Melbourne,Weekend,5,5
Y24H5900421,3,"Unit, Flat or Apartment",Being Purchased,0,3,November,Sunday,Hume (C),25->29,30->34,40->44,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H5900424,1,Terrace or Townhouse,Being Rented,0,1,November,Wednesday,Hume (C),60->64,60->64,60->64,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H5910103,3,Separate House,Being Purchased,Missing/Refused,2,November,Wednesday,Casey (C),0->4,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H5910105,4,Separate House,Fully Owned,2,2,November,Friday,Casey (C),0->4,20->24,45->49,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H5910107,7,Separate House,Being Purchased,Missing/Refused,4,November,Sunday,Casey (C),10->14,25->29,45->49,MELB - Outer,Greater Melbourne,Weekend,14,14
Y24H5910109,3,Separate House,Being Purchased,2,2,November,Tuesday,Casey (C),0->4,15->19,25->29,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H5910110,5,Separate House,Being Rented,0,3,November,Wednesday,Casey (C),20->24,25->29,30->34,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H5910114,4,Separate House,Being Purchased,4,2,November,Sunday,Casey (C),10->14,25->29,40->44,MELB - Outer,Greater Melbourne,Weekend,15,15
Y24H5910115,2,Separate House,Being Purchased,0,1,November,Monday,Casey (C),50->54,65->69,80->84,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H5910116,1,Terrace or Townhouse,Being Purchased,0,2,November,Tuesday,Casey (C),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H5910120,3,Separate House,Being Purchased,0,2,November,Saturday,Casey (C),0->4,20->24,35->39,MELB - Outer,Greater Melbourne,Weekend,13,13
Y24H5910123,2,Separate House,Fully Owned,Missing/Refused,1,November,Tuesday,Casey (C),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H5910124,1,Separate House,Fully Owned,0,1,November,Wednesday,Casey (C),85->89,85->89,85->89,MELB - Outer,Greater Melbourne,Weekday,4,4
Y24H5910125,2,"Unit, Flat or Apartment",Fully Owned,0,1,November,Thursday,Casey (C),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H5910126,2,Separate House,Fully Owned,0,1,November,Friday,Casey (C),70->74,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,1,1
Y24H5910127,2,Separate House,Fully Owned,0,1,November,Saturday,Casey (C),80->84,80->84,80->84,MELB - Outer,Greater Melbourne,Weekend,6,6
Y24H5910129,1,"Unit, Flat or Apartment",Fully Owned,Missing/Refused,1,November,Monday,Casey (C),80->84,80->84,80->84,MELB - Outer,Greater Melbourne,Weekday,3,3
Y24H5910130,2,Separate House,Being Rented,0,1,November,Tuesday,Casey (C),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H5910131,1,Separate House,Fully Owned,0,1,November,Wednesday,Casey (C),85->89,85->89,85->89,MELB - Outer,Greater Melbourne,Weekday,3,3
Y24H5910133,1,"Unit, Flat or Apartment",Fully Owned,0,1,November,Friday,Casey (C),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,4,4
Y24H5910134,1,"Unit, Flat or Apartment",Being Rented,0,1,November,Saturday,Casey (C),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekend,4,4
Y24H5910135,2,Separate House,Being Rented,0,2,November,Sunday,Casey (C),80->84,80->84,80->84,MELB - Outer,Greater Melbourne,Weekend,5,5
Y24H5910138,1,Separate House,Fully Owned,0,1,November,Wednesday,Casey (C),80->84,80->84,80->84,MELB - Outer,Greater Melbourne,Weekday,3,3
Y24H5910142,1,Separate House,Fully Owned,0,1,November,Sunday,Casey (C),90->94,90->94,90->94,MELB - Outer,Greater Melbourne,Weekend,4,4
Y24H5910301,5,Separate House,Being Purchased,5,2,November,Monday,Stonnington (C),0->4,15->19,40->44,MELB - Inner,Greater Melbourne,Weekday,18,18
Y24H5910302,2,Terrace or Townhouse,Being Rented,0,2,November,Tuesday,Stonnington (C),30->34,30->34,30->34,MELB - Inner,Greater Melbourne,Weekday,18,18
Y24H5910307,2,Separate House,Being Rented,0,1,November,Sunday,Stonnington (C),30->34,35->39,40->44,MELB - Inner,Greater Melbourne,Weekend,18,18
Y24H5910312,3,Separate House,Fully Owned,0,2,November,Friday,Stonnington (C),15->19,40->44,60->64,MELB - Inner,Greater Melbourne,Weekday,17,17
Y24H5910316,1,Separate House,Fully Owned,0,0,November,Tuesday,Stonnington (C),80->84,80->84,80->84,MELB - Inner,Greater Melbourne,Weekday,4,4
Y24H5910320,3,Separate House,Being Rented,2,1,November,Saturday,Stonnington (C),5->9,20->24,45->49,MELB - Inner,Greater Melbourne,Weekend,12,12
Y24H5910321,2,Separate House,Being Rented,Missing/Refused,1,November,Sunday,Stonnington (C),35->39,35->39,35->39,MELB - Inner,Greater Melbourne,Weekend,17,17
Y24H5910323,2,Terrace or Townhouse,Fully Owned,1,1,November,Tuesday,Stonnington (C),75->79,75->79,75->79,MELB - Inner,Greater Melbourne,Weekday,8,8
Y24H5910325,1,Terrace or Townhouse,Fully Owned,Missing/Refused,0,November,Thursday,Stonnington (C),70->74,70->74,70->74,MELB - Inner,Greater Melbourne,Weekday,3,3
Y24H5910327,3,Separate House,Fully Owned,0,2,November,Saturday,Stonnington (C),15->19,40->44,50->54,MELB - Inner,Greater Melbourne,Weekend,14,14
Y24H5910328,1,Terrace or Townhouse,Fully Owned,0,1,November,Sunday,Stonnington (C),85->89,85->89,85->89,MELB - Inner,Greater Melbourne,Weekend,7,7
Y24H5910331,4,Separate House,Fully Owned,4,3,November,Wednesday,Stonnington (C),10->14,30->34,50->54,MELB - Inner,Greater Melbourne,Weekday,18,18
Y24H5910335,5,Separate House,Fully Owned,3,2,November,Sunday,Stonnington (C),0->4,15->19,35->39,MELB - Inner,Greater Melbourne,Weekend,17,17
Y24H5910336,1,Terrace or Townhouse,Fully Owned,0,1,November,Monday,Stonnington (C),75->79,75->79,75->79,MELB - Inner,Greater Melbourne,Weekday,0,0
Y24H5910338,1,Separate House,Fully Owned,0,1,November,Wednesday,Stonnington (C),85->89,85->89,85->89,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H5910340,5,Terrace or Townhouse,Being Rented,5,2,November,Friday,Stonnington (C),10->14,25->29,50->54,MELB - Inner,Greater Melbourne,Weekday,13,13
Y24H5910341,2,Terrace or Townhouse,Fully Owned,1,0,November,Saturday,Stonnington (C),65->69,65->69,65->69,MELB - Inner,Greater Melbourne,Weekend,9,9
Y24H5910342,3,Terrace or Townhouse,Being Purchased,1,3,November,Sunday,Stonnington (C),25->29,45->49,60->64,MELB - Inner,Greater Melbourne,Weekend,9,9
Y24H5910401,3,Terrace or Townhouse,Fully Owned,3,1,November,Monday,Darebin (C),0->4,25->29,40->44,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H5910403,4,Separate House,Being Purchased,Missing/Refused,2,November,Wednesday,Darebin (C),15->19,35->39,55->59,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H5910404,5,Terrace or Townhouse,Being Rented,2,1,November,Thursday,Darebin (C),0->4,15->19,35->39,MELB - Middle,Greater Melbourne,Weekday,8,8
Y24H5910405,3,Separate House,Being Purchased,3,2,November,Friday,Darebin (C),10->14,35->39,50->54,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H5910406,3,Separate House,Fully Owned,0,3,November,Saturday,Darebin (C),25->29,45->49,55->59,MELB - Middle,Greater Melbourne,Weekend,16,16
Y24H5910410,4,Separate House,Being Purchased,9,1,November,Wednesday,Darebin (C),0->4,20->24,35->39,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H5910411,3,Separate House,Being Purchased,7,2,November,Thursday,Darebin (C),0->4,20->24,30->34,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H5910412,2,Separate House,Being Purchased,0,3,November,Friday,Darebin (C),25->29,25->29,25->29,MELB - Middle,Greater Melbourne,Weekday,15,15
Y24H5910413,1,Terrace or Townhouse,Being Purchased,Missing/Refused,1,November,Saturday,Darebin (C),45->49,45->49,45->49,MELB - Middle,Greater Melbourne,Weekend,10,10
Y24H5910418,6,Separate House,Fully Owned,0,2,November,Thursday,Darebin (C),10->14,35->39,70->74,MELB - Middle,Greater Melbourne,Weekday,11,11
Y24H5910421,4,Separate House,Being Purchased,5,2,November,Sunday,Darebin (C),10->14,30->34,50->54,MELB - Middle,Greater Melbourne,Weekend,15,15
Y24H5910424,1,Separate House,Fully Owned,0,0,November,Wednesday,Darebin (C),85->89,85->89,85->89,MELB - Middle,Greater Melbourne,Weekday,2,2
Y24H5910429,1,"Unit, Flat or Apartment",Being Rented,0,1,November,Monday,Darebin (C),65->69,65->69,65->69,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H5910430,3,Separate House,Fully Owned,0,2,November,Tuesday,Darebin (C),50->54,70->74,75->79,MELB - Middle,Greater Melbourne,Weekday,5,5
Y24H5910432,4,Separate House,Being Purchased,0,3,November,Thursday,Darebin (C),15->19,30->34,55->59,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H5910435,1,Separate House,Fully Owned,0,1,November,Sunday,Darebin (C),70->74,70->74,70->74,MELB - Middle,Greater Melbourne,Weekend,3,3
Y24H5910437,6,Separate House,Being Rented,0,2,November,Tuesday,Darebin (C),0->4,15->19,40->44,MELB - Middle,Greater Melbourne,Weekday,9,9
Y24H5910440,2,"Unit, Flat or Apartment",Being Rented,0,1,November,Friday,Darebin (C),45->49,65->69,85->89,MELB - Middle,Greater Melbourne,Weekday,8,8
Y24H5910504,2,Separate House,Fully Owned,0,1,November,Thursday,Melton (S),60->64,60->64,65->69,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H5910509,4,Separate House,Being Purchased,2,1,November,Tuesday,Melton (S),5->9,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H5910515,2,Separate House,Fully Owned,0,2,November,Monday,Melton (S),60->64,65->69,65->69,MELB - Outer,Greater Melbourne,Weekday,1,1
Y24H5910520,4,Separate House,Fully Owned,3,3,November,Saturday,Melton (S),10->14,25->29,40->44,MELB - Outer,Greater Melbourne,Weekend,13,13
